against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,defense,experience_growth,height_m,hp,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,95.0,7680.0,70.0,355.0,45.0,50.0,600000.0,0.7,45.0,88.1,347.0,40.0,50.0,75.0,rock
0.9904034008453333,1.0,0.9904034008453333,1.0,0.9904034008453333,2.038386396618667,0.5095965991546667,0.49520170042266665,1.0,1.9808068016906666,2.038386396618667,0.9904034008453333,0.49520170042266665,0.49040340084533324,0.9904034008453333,0.9904034008453333,1.9808068016906666,2.0,133.4645441352533,3864.567293835947,70.0,515.1919319830934,45.28789797464,130.28789797464,1058711.0951492032,1.6942420405071998,84.52017004226666,50.0,525.0403400845333,60.28789797464,81.34352388165334,25.287897974640003,rock
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70.0,5120.0,70.0,310.0,45.0,50.0,1059860.0,0.4,50.0,88.1,258.0,50.0,50.0,40.0,water
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,123.58830232975092,8491.03011326178,70.0,527.7478704301068,42.25212956989325,61.28233953404982,1000000.0,1.0282339534049818,66.83191362007116,85.77346970250962,196.63634082435567,100.4957408602135,107.25212956989324,68.29744451612811,fire
0.3343682832624889,0.5,0.0,1.6625268669500444,1.0,0.3343682832624889,1.0,1.0,1.0,0.6687365665249778,0.33747313304995574,1.6625268669500444,1.0,2.0,1.0,1.6625268669500444,2.0,1.0,56.749462660999114,2560.0,93.6231193134969,524.0766657509027,28.31263433475022,87.57559107290098,800000.0,1.4325053733900088,88.37473133049956,66.6704560513278,322.2116065224191,111.5631716737511,106.5631716737511,73.25053733900089,fairy
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,99.2484079825458,5120.0,70.0,533.4028669629098,30.84554101963598,123.96656097600047,1000000.0,1.9718152993454674,99.43630598690935,50.0,464.17324878080035,109.56783458996384,50.52611441221794,50.65764301527243,grass
0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,100.0,5120.0,70.0,458.0,90.0,60.0,1640000.0,2.7,73.0,50.0,336.0,100.0,60.0,65.0,poison
0.5,1.0,0.6911822514620615,1.0,0.5,0.7132266228069077,3.235270994151754,1.382364502924123,1.0,0.25,1.0,0.6911822514620615,0.6911822514620615,0.19118225146206147,1.0735467543861845,1.382364502924123,0.6911822514620615,1.0,80.44088742689692,5120.0,70.0,459.26453245613817,75.0,109.41083976607017,1000000.0,1.314709350877237,73.08817748537939,50.0,145.35113754383684,71.47093508772369,65.73546754386184,59.11822514620614,bug
0.551022405374014,0.948977594625986,1.0,1.0,0.551022405374014,0.551022405374014,1.0,1.0,0.948977594625986,0.5,2.0,1.0,1.0,0.5,1.7959103785039439,1.0,1.0,1.0,90.30613443224408,5120.0,70.0,488.8775070817717,60.0,114.5916250303545,1000000.0,1.1795910378503944,68.87770280842507,50.0,143.1645634931091,83.5713726495276,69.08159670326775,62.449075457952674,poison
0.9104966149239675,1.0,1.0,1.179006770152065,1.0,0.8657449223859514,1.179006770152065,1.179006770152065,1.0,0.8657449223859514,0.8209932298479351,1.179006770152065,0.5895033850760325,0.5895033850760325,1.0,2.35801354030413,1.820993229847935,1.820993229847935,66.96907447167271,5120.0,70.0,359.0112863288923,161.35891677566963,85.17900677015207,1000000.0,0.5864108322433039,56.44424372547434,50.0,541.2474042266183,49.49954838231726,38.75914217319337,62.16027080608259,bug
